   300.003651724490        300.003574124129        299.985742518574     
   300.001845975381        300.005439604129        299.987052214026     
   300.004882951329        299.989513620392        299.978162389854     
   300.007318827830        299.994985306158        300.019182204386     
   300.003768664167        300.003943081271        300.013081231949     
   300.005270995261        299.981772575806        300.007698675462     
   299.995436665940        300.012844778515        299.999792353297     
   300.005214306191        300.001696177775        299.987664312216     
   300.000414251941        299.994129371514        299.988022715110     
   299.994498858835        299.989886167077        299.999648775152     
   299.994442341105        300.010360630781        299.989676356509     
   299.997040108282        300.009116308606        300.016790551547     
   299.999907422123        300.007057181161        299.996479929141     
   299.985839737774        300.000876071486        299.985348661482     
   300.002877292204        300.000636031462        300.001156290017     
   299.987354270966        299.998452920175        300.006213619377     
   300.006745188042        299.991246311683        300.011098923894     
   300.005652635337        300.003510645138        299.994267161666     
   299.995883321865        299.993750957058        300.014510560051     
   299.994784263510        300.006967898717        300.011115908526     
   299.997181112272        299.997020372640        300.004178904190     
   299.988424839380        299.989167161711        299.995927272712     
   299.990614470575        299.993139204151        299.985493834106     
   299.985875252041        300.009758123872        300.002083819044     
   300.012075538029        299.989800179864        300.006451143482     
   299.985110469687        299.984062474044        299.984512311869     
   300.001094791663        300.008062207901        299.998082055116     
   299.995582633502        299.988376448896        299.993857838203     
   299.985204027830        300.004489172363        300.007872004040     
   299.991465993463        300.002216908346        299.985435275918     
   300.013979806568        300.005545365494        300.013669139477     
   300.003445954381        299.987211574785        299.993632515136     
   300.013287316894        300.010323200427        299.991381466962     
   300.008985268497        299.991721648592        300.010411079696     
   300.003763693119        300.029555182323        300.010514622049     
   299.998606894478        299.995242285284        299.997113382675     
   299.996197997664        300.004137202345        300.000783819320     
   300.007771620660        299.997108333538        300.010190840538     
   299.993144519665        300.004721288969        300.004125131728     
   299.991466560676        299.998614189108        300.001664118064     
   300.002926315760        299.993595791113        300.007093256746     
   300.001669716773        300.014395390514        299.992004162888     
   299.993073322556        300.009874597508        300.004642146382     
   300.000730002519        299.992892677642        299.997498584043     
   299.994174442447        300.017262940322        300.001409935969     
   299.995324954318        299.976825010637        299.993006700566     
   300.010720272177        299.991191941039        300.016196598587     
   300.005437114110        300.008231054802        299.991523853944     
   299.997675786161        299.983054421624        300.006785107789     
   299.998588125043        299.989527216125        300.012224397508     
   300.006217303832        300.010835946760        299.988657955572     
   299.989348556720        299.997591085841        299.994279856807     
   299.998158450389        299.998421863819        299.975511836607     
   299.998301030474        300.008894619714        299.995079858378     
   299.989211114186        300.014179336092        300.000217246545     
   300.010862518272        299.993780335397        299.995559163631     
   300.004984192951        299.998733714537        300.007005477917     
   300.004325190591        299.974968365785        299.993326241126     
   299.993719784674        300.008727454058        300.001321415068     
   300.002395430549        300.006884782054        299.999054792836     
   300.003312162092        299.994365107309        299.991950956205     
   299.998926403294        299.994282900180        299.994455691016     
   299.994945424031        300.003419767170        300.010122597787     
   299.995492035004        299.995777718621        300.002947382588     
   299.994149493625        299.989171396737        300.002502820175     
   300.018087365703        299.998747011289        299.995208861173     
   299.996903032266        299.997518590955        300.005030249614     
   300.006927818892        300.012742675363        300.010519916037     
   300.003047051985        299.996280543638        299.999623756777     
   299.996836370106        300.002252554092        300.008461002157     
   299.991517593717        299.995217851594        299.988113593242     
   299.997049517333        300.002346489794        299.997184147107     
   300.004278698474        300.001533968550        300.007528084007     
   299.999372527187        299.991368359093        300.006848301296     
   299.999942987911        299.999339009248        300.009875777568     
   299.997802947128        300.000768698803        299.991951869833     
   300.005935627907        299.982334453221        300.009847583907     
   299.985859981278        299.992798685480        300.015107874946     
   300.012652801149        300.011101105918        299.997640223450     
   300.003969377867        299.988491206001        300.002874168127     
   300.005349903372        300.001978883392        299.989412435019     
   299.964983808612        300.001943323918        300.004927639818     
   300.001943627768        299.996656808190        299.999199000849     
   300.002574020602        299.988681819068        300.005989765451     
   300.010232557908        299.986111046756        299.995428523084     
   299.993355822517        300.002710956123        300.001448209775     
   300.024928674730        300.012376150544        300.007684703540     
   299.993254490561        299.990764687879        300.000255205923     
   300.001223466346        299.996150061189        299.997671559780     
   299.991314861881        299.983573120734        299.985108835969     
   299.985455701964        299.990710061064        300.014247913531     
   300.005657556181        300.005799339235        299.998510467366     
   299.995194098158        300.002837235273        300.002140368195     
   300.007335325440        300.001558830716        299.990868453152     
   299.989760920341        299.985080522198        300.003286496767     
   300.017314320255        300.004301675236        300.002798009326     
   299.977036537862        299.985774135312        299.998352791168     
   299.995451658703        299.998715126613        299.992116453167     
   300.010882238565        299.998976878845        300.014309264256     
   300.008831191829        299.991227228127        300.011169651036     
   299.998619645227        299.992237604680        300.008414445670     
   299.991103429310        300.010546433603        299.996014027064     
   299.994722067466        299.981904529183        300.009065108774     
   299.994481912843        300.008790007843        300.002324771059     
   300.006727465011        300.009202141737        300.005891482687     
   300.014638962516        299.994534980826        299.988815679929     
   299.998845438921        299.976145553047        300.001216546896     
